0 5.63042213741 27.2497675437 13.0161268032 0.0 0.0 0.0 2.16210312006 28.6079455704 12.5076388866 9.09874115475 25.8915895171 13.5246147199 7.45901174038 24.4090846711 12.2068574986 3.80183253443 30.0904504163 13.8253961079 5.20252812464 26.7513719286 9.16169967011 6.05831615017 27.7481631589 16.8705539364 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 90.7486218434 132.912750496 
2000 6.66659492866 27.2577542887 12.9561499544 0.0181106065915 -0.000142584661148 -0.000477193072616 3.16730076964 28.5725754377 12.477528933 10.1702726227 25.943334395 13.4373934557 8.53946503646 24.434537372 12.1340762748 4.79585437582 30.077233863 13.7828559035 6.20585597135 26.7530763534 9.1195441419 7.12205497331 27.7595847775 16.7959714763 0.0175796717659 -0.0012619353566 0.000200833834628 0.018845813114 0.000936071745302 -0.00110598269961 0.0188252966261 0.000434061629657 -0.000791529435143 0.0173705298031 -0.000708104774994 -0.0002291508394 0.0172486974009 -0.000406161161197 -0.00039595948862 0.0189541286724 0.000139081106152 -0.00044470928364 90.6845473955 132.865330135 
4000 8.84542593853 27.2253554641 12.9178431657 0.024305889114 -0.000444113915898 -0.000275348748518 5.28096205024 28.3921791572 12.5409514544 12.4134682434 26.0567327615 13.2948378098 10.801939914 24.4773902977 12.052940626 6.8849074709 29.9713425992 13.7835787548 8.26926148755 26.6814971109 9.09484629663 9.41322369418 27.7689431903 16.7420728352 0.0236531180035 -0.00213623438939 0.00102572439919 0.0249574717919 0.00117726200042 -0.0015742302644 0.0251756420722 0.000394617283079 -0.000841065176903 0.0233943412617 -0.00127813428802 0.000262630813674 0.0229025506173 -0.000918089986888 -0.000292736766652 0.0256143866447 6.08340910325e-05 -0.000532900369136 90.6940082286 133.012526743 
6000 11.3820070133 27.1821644327 12.8941853697 0.0260301456445 -0.000391608789955 -0.000212527769173 7.75945035626 28.1799695911 12.6605011361 15.008826063 26.177640387 13.1288183259 13.4207839146 24.5186405776 11.9649831989 9.33606996482 29.8447880829 13.8222650135 11.2577701898 26.7895819036 9.07276870792 11.4943163132 27.5762469582 16.7104210168 0.0255559630249 -0.00201348113964 0.00132625253225 0.0265255911522 0.00118720476774 -0.00173899744309 0.0267622980806 0.000412695618711 -0.000926984858742 0.0253006648715 -0.00119855543495 0.00049568023213 0.0244585742109 -0.000658426444528 -0.000473852914153 0.0275915176563 -5.37055360326e-05 -0.000315611565558 90.7016379618 133.069523788 
8000 13.995106011 27.1524411365 12.8682147194 0.0260799911045 -0.000185917097228 -0.000311362824289 10.3359180181 28.0021948091 12.7929379458 17.6610269268 26.2931832401 12.9457926845 16.0943650095 24.5604297683 11.8664188699 11.8892580579 29.7434671866 13.8692790445 13.7113303563 26.7226923048 9.05548475691 14.2641175161 27.5856798795 16.6746289644 0.0258139308446 -0.0015038350445 0.00128041322105 0.0263768913884 0.00112325704366 -0.00189014798146 0.0265499430082 0.00043750729946 -0.00102256843134 0.0256192905481 -0.000811046744002 0.000416381804434 0.0244913759294 -0.000621250830302 -0.000193399053746 0.0276515534928 0.000245827345675 -0.000532120652938 90.7026968202 133.069907035 
10000 16.5817974614 27.1448825241 12.8328513857 0.0256244855613 3.37747970043e-05 -0.000388084712941 12.9039752352 27.881185006 12.9124106689 20.2685856671 26.4003663215 12.7564532406 18.7143166312 24.6068794857 11.7625043925 14.9746999535 29.6831935413 14.4023772653 16.1412822875 26.6675730252 9.03707015502 17.005647052 27.6241009046 16.6210316695 0.0255039906449 -0.00093897073472 0.0011195578231 0.0257551216344 0.00102956148677 -0.00188686769949 0.0258383435465 0.000491764024222 -0.00104578862763 0.0256258223008 -0.000226702972395 6.29301171528e-05 0.0241034492698 -0.000462617126779 -0.000177373870505 0.0271363525252 0.000509321816745 -0.000585027272969 90.7051783393 133.069166519 
12000 19.1174530267 27.158822296 12.7938203438 0.0250875830789 0.000239387206888 -0.000380437074854 15.4331224643 27.8110169242 13.0189004627 22.8108868816 26.5008169205 12.5720128608 20.7073706097 24.6435566982 11.1845511047 17.5181494691 29.676333534 14.4052599441 18.5313293974 26.630344846 9.02229192665 19.6873921409 27.6868791467 16.5577490921 0.0250692224115 -0.000487024906959 0.00101331904389 0.0250984481647 0.000982872142613 -0.00177950112853 0.0249503858698 0.000383472615591 -0.00074973898906 0.0252253501767 8.39380575542e-05 5.00206687742e-06 0.0237014811171 -0.000281540509299 -0.000109226530888 0.0264892938558 0.000742402001328 -0.000509232023163 90.706064962 133.058350888 
14000 21.6028959888 27.1890071009 12.759738102 0.0246396908814 0.000362445708306 -0.000282690091024 17.8822475684 28.3280289829 12.3146880291 25.3304563434 26.0451797752 13.2071491312 23.1736765249 24.682137798 11.1187242273 20.0223357289 29.6964706243 14.4039716313 20.8854748558 26.6065961504 9.0171536617 22.3065128244 27.7704431034 16.495341705 0.0243284062968 -0.000249376808543 0.000901031053307 0.0249347106715 0.00097021678807 -0.00146549140401 0.0244052449759 0.00039923265158 -0.000545291435338 0.0248702415113 0.000313341340459 -1.58235167942e-05 0.0234026982418 -0.000188110736974 1.66867471885e-05 0.0258867474851 0.000887239446644 -0.000890214333542 90.7094317648 133.043601896 
16000 24.0469846977 27.2321677007 12.7385345403 0.0242582677114 0.000496913383774 -0.000125332401663 20.3008617241 28.3186293498 12.4045978062 27.7983713403 26.1398294815 13.0746478363 25.5917707845 24.7237686976 11.0763392354 22.4917469195 29.7397495955 14.4039892676 23.6094238065 26.7835767824 9.0271668735 24.8694733419 27.8704819084 16.4437851535 0.0240571979196 5.61858983966e-05 0.000910685677681 0.0244480277653 0.000923480045028 -0.00115937949055 0.023977553571 0.00043479530912 -0.000282308881533 0.0245353799683 0.000548329305718 3.22146493183e-05 0.0231429728328 -2.35118755889e-05 4.40605221283e-05 0.0253655594977 0.00107897940749 -0.000499952912318 90.7155405401 133.025814882 
18000 26.4602916671 27.286092634 12.7343743231 0.0240337306632 0.000573739785577 2.79403990359e-05 22.699272734 28.3400760501 12.4944215177 30.2257283888 26.2245520286 12.9764899833 27.9742162027 24.7645692489 11.0631012399 24.9352300916 29.8057078626 14.4088902682 25.9192155342 26.7827718361 9.0418672669 26.9933145432 27.7902615789 16.4208605256 0.0239334133966 0.000369719695735 0.000868238233965 0.0241337169896 0.000761420601572 -0.000815830093844 0.0236930406824 0.000384914039449 2.8431072576e-06 0.0243666088023 0.000757000184766 5.51543568417e-05 0.0230724721026 1.10604508159e-05 0.000230430585226 0.0250056699448 0.00114949259042 -0.000174926784433 90.7203411679 133.011162493 
